"","Vote98","Contact","Contacted","Age","Party","Vote96"
"1807",1,0,0,61,1,1
"1808",1,0,0,54,1,0
"1809",0,0,0,34,0,1
"1810",0,0,0,54,1,0
"1811",0,0,0,37,0,0
"1812",1,0,0,34,1,0
"1813",1,0,0,44,1,1
"1814",1,0,0,75,1,1
"1815",1,0,0,26,1,1
"1816",0,0,0,34,1,1
"1817",0,0,0,60,1,0
"1818",0,0,0,22,0,0
"1819",0,0,0,0,0,0
"1820",0,0,0,28,1,0
"1821",0,0,0,26,1,1
"1822",0,0,0,80,1,0
"1823",0,0,0,79,1,1
"1824",1,0,0,57,1,1
"1825",0,0,0,37,1,0
"1826",1,0,0,26,1,0
"1827",1,0,0,34,1,1
"1828",1,0,0,75,1,1
"1829",0,0,0,62,1,0
"1830",0,0,0,57,0,0
"1831",1,0,0,64,1,1
"1832",0,0,0,33,0,0
"1833",1,0,0,58,0,1
"1834",0,0,0,30,1,0
"1835",0,0,0,23,1,0
"1836",1,0,0,46,1,1
"1837",0,0,0,34,1,0
"1838",1,0,0,47,0,1
"1839",0,0,0,59,1,1
"1840",0,0,0,44,1,0
"1841",0,0,0,35,1,1
"1842",1,0,0,60,1,1
"1843",1,0,0,73,1,1
"1844",0,0,0,21,1,0
"1845",0,0,0,27,1,0
"1846",1,0,0,73,1,1
"1847",0,0,0,65,1,0
"1848",1,0,0,40,1,1
"1849",0,0,0,34,1,0
"1850",1,0,0,49,1,0
"1851",0,0,0,19,0,0
"1852",1,0,0,89,0,1
"1853",0,0,0,55,1,1
"1854",1,0,0,52,1,1
"1855",0,0,0,57,0,0
"1856",1,0,0,82,0,0
"1857",0,0,0,76,1,0
"1858",0,0,0,23,1,0
"1859",1,0,0,25,1,0
"1860",0,0,0,89,1,0
"1861",0,0,0,49,1,1
"1862",1,0,0,51,1,1
"1863",0,0,0,30,1,0
"1864",1,0,0,63,1,0
"1865",0,0,0,82,1,1
"1866",1,0,0,59,1,1
"1867",0,0,0,37,1,0
"1868",0,0,0,50,1,0
"1869",0,0,0,24,1,0
"1870",0,0,0,20,0,0
"1871",0,0,0,28,1,1
"1872",1,0,0,74,1,1
"1873",0,0,0,47,1,0
"1874",0,0,0,41,0,1
"1875",1,0,0,35,0,1
"1876",1,0,0,58,1,1
"1877",0,0,0,27,1,0
"1878",1,0,0,47,1,0
"1879",1,0,0,25,1,1
"1880",1,0,0,50,0,1
"1881",0,0,0,46,1,1
"1882",0,0,0,84,1,0
"1883",1,0,0,32,1,1
"1884",1,0,0,78,0,1
"1885",1,0,0,76,1,1
"1886",0,0,0,33,1,0
"1887",0,0,0,35,0,0
"1888",0,0,0,91,1,1
"1889",0,0,0,54,1,0
"1890",1,0,0,86,1,0
"1891",1,0,0,48,1,1
"1892",0,0,0,74,1,1
"1893",1,0,0,82,0,1
"1894",1,0,0,40,1,1
"1895",1,0,0,35,0,1
"1896",1,0,0,41,1,1
"1897",0,0,0,41,1,1
"1898",0,0,0,22,1,1
"1899",1,0,0,76,1,1
"1900",1,0,0,73,1,0
"1901",0,0,0,37,0,0
"1902",1,0,0,79,0,1
"1903",0,0,0,36,1,0
"1904",1,0,0,87,1,1
"1905",0,0,0,88,1,0
"1906",1,0,0,47,1,0
"1907",0,0,0,30,0,0
"1908",0,0,0,77,0,0
"1909",1,0,0,76,0,1
"1910",0,0,0,25,0,0
"1911",0,0,0,36,0,1
"1912",1,0,0,39,1,0
"1913",0,0,0,22,1,0
"1914",0,0,0,39,1,0
"1915",0,0,0,57,0,1
"1916",1,0,0,64,1,1
"1917",0,0,0,54,0,1
"1918",0,0,0,70,0,1
"1919",1,0,0,85,1,1
"1920",0,0,0,28,0,0
"1921",0,0,0,83,1,0
"1922",0,0,0,28,0,0
"1923",0,0,0,86,1,1
"1924",0,0,0,34,1,0
"1925",1,0,0,21,1,0
"1926",0,0,0,75,1,1
"1927",0,0,0,37,1,1
"1928",1,0,0,41,1,1
"1929",0,0,0,24,1,0
"1930",0,0,0,24,1,0
"1931",0,0,0,32,0,0
"1932",1,0,0,49,1,1
"1933",0,0,0,70,1,1
"1934",0,0,0,40,0,0
"1935",0,0,0,63,1,0
"1936",0,0,0,27,0,0
"1937",0,0,0,35,0,0
"1938",0,0,0,30,1,0
"1939",1,0,0,67,1,1
"1940",1,0,0,78,1,1
"1941",0,0,0,39,1,1
"1942",1,0,0,34,1,0
"1943",0,0,0,69,1,1
"1944",1,0,0,29,1,0
"1945",1,0,0,84,0,1
"1946",1,0,0,76,0,1
"1947",0,0,0,77,0,1
"1948",1,0,0,81,1,1
"1949",0,0,0,71,1,0
"1950",0,0,0,33,1,0
"1951",0,0,0,23,0,0
"1952",0,0,0,60,1,1
"1953",1,0,0,21,1,0
"1954",0,0,0,95,0,0
"1955",0,0,0,28,0,0
"1956",1,0,0,80,1,1
"1957",0,0,0,21,0,1
"1958",1,0,0,29,1,0
"1959",0,0,0,41,1,1
"1960",0,0,0,74,1,1
"1961",0,0,0,58,1,0
"1962",0,0,0,58,1,0
"1963",1,0,0,58,1,1
"1964",1,0,0,29,1,1
"1965",1,0,0,51,1,0
"1966",0,0,0,44,1,1
"1967",1,0,0,55,1,1
"1968",1,0,0,39,1,0
"1969",0,0,0,45,1,1
"1970",0,0,0,44,1,1
"1971",0,0,0,35,1,0
"1972",0,0,0,34,1,0
"1973",0,0,0,67,1,0
"1974",0,0,0,80,1,1
"1975",0,0,0,39,0,0
"1976",1,0,0,40,0,1
"1977",1,0,0,71,1,1
"1978",1,0,0,42,1,1
"1979",0,0,0,69,1,1
"1980",0,0,0,70,0,0
"1981",1,0,0,73,1,1
"1982",0,0,0,53,1,0
"1983",0,0,0,91,0,0
"1984",1,0,0,46,1,1
"1985",1,0,0,66,1,0
"1986",1,0,0,43,1,0
"1987",1,0,0,74,1,0
"1988",0,0,0,37,1,1
"1989",0,0,0,40,1,0
"1990",0,0,0,80,0,1
"1991",1,0,0,42,1,1
"1992",1,0,0,57,1,0
"1993",0,0,0,43,0,0
"1994",0,0,0,48,1,0
"1995",1,0,0,44,1,1
"1996",0,0,0,42,1,1
"1997",0,0,0,38,1,0
"1998",0,0,0,93,1,0
"1999",0,0,0,43,1,0
"2000",1,0,0,78,1,0
"2001",0,0,0,41,1,0
"2002",0,0,0,45,0,0
"2003",0,0,0,37,0,0
"2004",0,0,0,31,0,0
"2005",1,0,0,35,1,1
"2006",1,0,0,54,1,1
"2007",1,0,0,54,1,1
"2008",0,0,0,31,1,0
"2009",1,0,0,49,1,1
"2010",0,0,0,52,0,1
"2011",0,0,0,53,1,0
"2012",0,0,0,24,1,0
"2013",0,0,0,96,1,0
"2014",0,0,0,31,1,0
"2015",1,0,0,87,1,1
"2016",0,0,0,30,1,0
"2017",1,0,0,54,1,1
"2018",0,0,0,58,0,0
"2019",0,0,0,40,1,1
"2020",1,0,0,46,1,1
"2021",1,0,0,28,1,1
"2022",1,0,0,63,1,0
"2023",1,0,0,60,1,1
"2024",0,0,0,27,1,0
"2025",0,0,0,54,1,0
"2026",0,0,0,46,0,0
"2027",0,0,0,79,1,0
"2028",1,0,0,36,1,1
"2029",1,0,0,79,1,1
"2030",0,0,0,42,0,0
"2031",1,0,0,48,1,1
"2032",0,0,0,80,1,1
"2033",0,0,0,46,1,0
"2034",0,0,0,46,1,1
"2035",0,0,0,65,0,0
"2036",1,0,0,44,1,1
"2037",1,0,0,48,1,1
"2038",0,0,0,28,1,0
"2039",0,0,0,31,1,0
"2040",0,0,0,37,1,1
"2041",1,0,0,73,1,1
"2042",0,0,0,75,1,1
"2043",0,0,0,24,1,0
"2044",1,0,0,48,1,0
"2045",1,0,0,55,1,0
"2046",0,0,0,24,1,0
"2047",0,0,0,40,1,1
"2048",1,0,0,32,1,1
"2049",0,0,0,21,0,0
"2050",0,0,0,61,1,0
"2051",1,0,0,53,1,1
"2052",1,0,0,51,1,1
"2053",0,0,0,64,1,0
"2054",0,0,0,23,0,0
"2055",0,0,0,24,1,0
"2056",0,0,0,32,1,0
"2057",0,0,0,19,0,0
"2058",0,0,0,41,1,0
"2059",0,0,0,41,1,0
"2060",0,0,0,54,1,0
"2061",0,0,0,25,1,0
"2062",0,0,0,20,0,0
"2063",1,0,0,28,1,1
"2064",0,0,0,43,1,0
"2065",1,0,0,61,1,1
"2066",1,0,0,54,1,1
"2067",1,0,0,77,1,1
"2068",0,0,0,34,0,0
"2069",0,0,0,88,1,0
"2070",0,0,0,92,1,0
"2071",0,0,0,22,0,0
"2072",0,0,0,31,1,0
"2073",0,0,0,43,1,0
"2074",0,0,0,39,1,1
"2075",1,0,0,70,1,1
"2076",0,0,0,64,1,0
"2077",0,0,0,22,0,0
"2078",0,0,0,34,1,0
"2079",0,0,0,36,1,0
"2080",0,0,0,52,0,0
"2081",1,0,0,76,1,1
"2082",0,0,0,48,1,1
"2083",0,0,0,81,1,0
"2084",0,0,0,27,0,0
"2085",0,0,0,41,0,0
"2086",0,0,0,82,1,0
"2087",0,0,0,32,1,0
"2088",0,0,0,30,1,0
"2089",1,0,0,44,1,1
"2090",0,0,0,32,0,1
"2091",0,0,0,29,1,0
"2092",0,0,0,66,1,1
"2093",0,0,0,26,1,0
"2094",0,0,0,33,1,0
"2095",1,0,0,26,0,0
"2096",1,0,0,70,1,1
"2097",0,0,0,28,1,0
"2098",0,0,0,20,1,0
"2099",1,0,0,63,1,1
"2100",0,0,0,28,0,1
"2101",1,0,0,58,1,0
"2102",1,0,0,71,1,0
"2103",1,0,0,40,0,1
"2104",0,0,0,25,0,0
"2105",1,0,0,78,1,0
"2106",1,0,0,77,1,0
"2107",0,0,0,43,1,0
"2108",0,0,0,43,1,0
"2109",0,0,0,52,1,0
"2110",0,0,0,26,0,0
"2111",1,0,0,29,1,0
"2112",1,0,0,34,0,1
"2113",0,0,0,38,1,0
"2114",0,0,0,30,1,1
"2115",0,0,0,34,1,0
"2116",1,0,0,47,1,1
"2117",1,0,0,70,1,1
"2118",0,0,0,52,1,1
"2119",0,0,0,41,0,1
"2120",1,0,0,69,1,1
"2121",0,0,0,23,1,0
"2122",0,0,0,36,1,1
"2123",0,0,0,62,1,0
"2124",0,0,0,27,1,0
"2125",1,0,0,80,1,1
"2126",1,0,0,69,1,1
"2127",0,0,0,28,1,0
"2128",1,0,0,62,1,1
"2129",0,0,0,21,0,0
"2130",0,0,0,73,0,0
"2131",0,0,0,52,1,0
"2132",0,0,0,40,1,0
"2133",0,0,0,32,1,0
"2134",0,0,0,85,1,0
"2135",1,0,0,38,1,0
"2136",0,0,0,19,0,0
"2137",1,0,0,53,1,1
"2138",1,0,0,50,1,1
"2139",0,0,0,68,1,0
"2140",0,0,0,34,0,0
"2141",0,0,0,28,0,1
"2142",0,0,0,35,0,0
"2143",0,0,0,82,1,0
"2144",0,0,0,55,1,1
"2145",0,0,0,29,0,0
"2146",1,0,0,68,1,0
"2147",0,0,0,23,1,0
"2148",1,0,0,47,0,1
"2149",0,0,0,48,0,0
"2150",1,0,0,29,1,1
"2151",1,0,0,78,1,1
"2152",1,0,0,79,1,1
"2153",0,0,0,26,0,0
"2154",0,0,0,73,1,0
"2155",1,0,0,69,1,0
"2156",0,0,0,24,1,0
"2157",1,0,0,37,1,1
"2158",1,0,0,53,1,0
"2159",1,0,0,50,1,0
"2160",1,0,0,37,1,0
"2161",1,0,0,76,1,1
"2162",1,0,0,64,1,1
"2163",1,0,0,55,1,0
"2164",1,0,0,42,1,1
"2165",1,0,0,50,1,1
"2166",1,0,0,39,1,0
"2167",1,0,0,36,1,0
"2168",0,0,0,60,1,0
"2169",0,0,0,41,0,0
"2170",0,0,0,49,1,0
"2171",0,0,0,32,0,0
"2172",1,0,0,33,1,0
"2173",0,0,0,37,1,0
"2174",1,0,0,48,0,0
"2175",0,0,0,39,1,1
"2176",0,0,0,84,1,1
"2177",0,0,0,82,1,0
"2178",1,0,0,42,1,1
"2179",0,0,0,43,1,0
"2180",0,0,0,38,1,0
"2181",0,0,0,23,0,0
"2182",1,0,0,66,0,1
"2183",1,0,0,82,0,1
"2184",1,0,0,58,1,0
"2185",1,0,0,57,1,1
"2186",0,0,0,58,0,1
"2187",1,0,0,38,1,0
"2188",0,0,0,27,0,0
"2189",0,0,0,55,0,1
"2190",1,0,0,37,1,0
"2191",0,0,0,40,1,0
"2192",1,0,0,59,1,1
"2193",0,0,0,34,1,0
"2194",0,0,0,19,1,0
"2195",0,0,0,33,0,0
"2196",0,0,0,21,1,0
"2197",0,0,0,29,1,0
"2198",0,0,0,43,1,0
"2199",1,0,0,73,1,1
"2200",0,0,0,66,0,1
"2201",1,0,0,43,1,1
"2202",0,0,0,50,0,0
"2203",0,0,0,43,1,0
"2204",0,0,0,50,1,1
"2205",1,0,0,38,1,1
"2206",1,0,0,31,1,1
"2207",0,0,0,37,1,0
"2208",1,0,0,47,1,1
"2209",1,0,0,65,1,1
"2210",1,0,0,38,1,1
"2211",0,0,0,33,1,0
"2212",0,0,0,83,1,1
"2213",0,0,0,41,1,0
"2214",0,0,0,21,0,0
"2215",0,0,0,30,1,0
"2216",0,0,0,30,1,0
"2217",0,0,0,57,1,0
"2218",0,0,0,51,1,1
"2219",1,0,0,28,1,0
"2220",0,0,0,40,0,1
"2221",1,0,0,71,1,0
"2222",1,0,0,25,0,0
"2223",0,0,0,27,1,0
"2224",0,0,0,63,0,0
"2225",0,0,0,36,0,1
"2226",0,0,0,29,0,1
"2227",0,0,0,18,0,0
"2228",0,0,0,31,1,0
"2229",1,0,0,78,1,1
"2230",0,0,0,99,1,1
"2231",0,0,0,64,0,1
"2232",1,0,0,71,1,1
"2233",1,0,0,52,1,1
"2234",1,0,0,0,1,0
"2235",0,0,0,53,1,1
"2236",0,0,0,84,1,0
"2237",1,0,0,43,1,1
"2238",1,0,0,66,1,1
"2239",0,0,0,74,1,0
"2240",0,0,0,21,0,0
"2241",0,0,0,32,1,1
"2242",0,0,0,45,0,1
"2243",0,0,0,32,1,0
"2244",0,0,0,37,1,0
"2245",0,0,0,49,1,1
"2246",1,0,0,68,1,1
"2247",1,0,0,47,1,0
"2248",1,0,0,66,1,1
"2249",0,0,0,45,1,0
"2250",0,0,0,38,1,0
"2251",0,0,0,30,0,0
"2252",0,0,0,55,1,1
"2253",0,0,0,39,1,0
"2254",1,0,0,62,1,1
"2255",1,0,0,34,1,0
"2256",1,0,0,65,1,1
"2257",0,0,0,49,1,0
"2258",0,0,0,43,0,1
"2259",0,0,0,22,1,1
"2260",0,0,0,54,1,0
"2261",0,0,0,33,1,0
"2262",0,0,0,50,0,0
"2263",1,0,0,27,1,0
"2264",1,0,0,53,1,1
"2265",1,0,0,90,1,0
"2266",1,0,0,81,1,1
"2267",0,0,0,77,1,0
"2268",1,0,0,59,1,1
"2269",0,0,0,39,1,0
"2270",1,0,0,31,1,0
"2271",0,0,0,73,1,0
"2272",1,0,0,44,0,1
"2273",1,0,0,76,0,1
"2274",0,0,0,82,1,0
"2275",1,0,0,77,1,1
"2276",0,0,0,32,1,0
"2277",0,0,0,73,1,0
"2278",0,0,0,38,1,0
"2279",1,0,0,53,0,0
"2280",0,0,0,73,1,0
"2281",1,0,0,60,1,1
"2282",0,0,0,32,1,1
"2283",1,0,0,68,1,0
"2284",0,0,0,42,0,0
"2285",1,0,0,82,1,1
"2286",0,0,0,48,1,1
"2287",1,0,0,41,1,0
"2288",0,0,0,84,1,1
"2289",0,0,0,39,1,0
"2290",1,0,0,79,1,1
"2291",0,0,0,50,1,0
"2292",0,0,0,33,1,0
"2293",0,0,0,41,0,0
"2294",0,0,0,0,1,0
"2295",0,0,0,68,1,1
"2296",0,0,0,26,1,0
"2297",1,0,0,82,1,1
"2298",0,0,0,27,1,1
"2299",0,0,0,79,1,1
"2300",0,0,0,34,1,0
"2301",0,0,0,39,1,0
"2302",0,0,0,47,1,0
"2303",1,0,0,74,1,1
"2304",1,0,0,50,1,0
"2305",1,0,0,72,1,1
"2306",0,0,0,73,1,0
"2307",0,0,0,75,0,1
"2308",0,0,0,40,1,1
"2309",0,0,0,83,1,1
"2310",0,0,0,37,0,1
"2311",0,0,0,44,0,0
"2312",0,0,0,32,1,0
"2313",0,0,0,25,0,0
"2314",1,0,0,80,0,1
"2315",0,0,0,33,0,0
"2316",0,0,0,78,0,0
"2317",0,0,0,42,1,0
"2318",0,0,0,85,0,0
"2319",0,0,0,64,1,1
"2320",0,0,0,32,0,1
"2321",0,0,0,72,1,1
"2322",1,0,0,72,1,1
"2323",0,0,0,81,0,0
"2324",1,0,0,84,1,1
"2325",0,0,0,38,1,0
"2326",0,0,0,26,1,0
"2327",0,0,0,31,0,0
"2328",1,0,0,55,1,1
"2329",0,0,0,58,1,0
"2330",1,0,0,49,1,1
"2331",0,0,0,72,0,0
"2332",0,0,0,78,1,0
"2333",0,0,0,37,0,0
"2334",1,0,0,92,1,1
"2335",1,0,0,82,1,1
"2336",0,0,0,45,1,0
"2337",0,0,0,83,1,0
"2338",0,0,0,83,1,1
"2339",1,0,0,25,0,0
"2340",0,0,0,27,0,1
"2341",1,0,0,43,0,1
"2342",0,0,0,41,0,0
"2343",0,0,0,27,1,1
"2344",1,0,0,49,0,1
"2345",1,0,0,27,1,0
"2346",0,0,0,32,1,1
"2347",0,0,0,58,1,0
"2348",1,0,0,49,0,1
"2349",0,0,0,52,1,1
"2350",1,0,0,52,1,1
"2351",0,0,0,37,1,0
"2352",1,0,0,69,1,1
"2353",0,0,0,84,1,0
"2354",0,0,0,45,0,1
"2355",0,0,0,44,0,0
"2356",1,0,0,54,1,1
"2357",1,0,0,46,0,1
"2358",0,0,0,31,0,0
"2359",0,0,0,29,1,0
"2360",1,0,0,38,1,1
"2361",0,0,0,94,1,0
"2362",0,0,0,76,0,1
"2363",0,0,0,42,0,0
"2364",1,0,0,48,1,1
"2365",1,0,0,24,0,1
"2366",0,0,0,33,0,0
"2367",1,0,0,52,1,0
"2368",1,0,0,76,1,1
"2369",0,0,0,23,1,1
"2370",1,0,0,31,1,0
"2371",0,0,0,29,1,0
"2372",0,0,0,33,0,0
"2373",0,0,0,38,1,0
"2374",0,0,0,84,1,0
"2375",0,0,0,73,1,1
"2376",0,0,0,36,1,1
"2377",0,0,0,35,1,1
"2378",1,0,0,47,0,1
"2379",0,0,0,30,1,0
"2380",0,0,0,33,0,0
"2381",0,0,0,92,1,0
"2382",1,0,0,71,0,1
"2383",0,0,0,49,1,1
"2384",1,0,0,41,0,0
"2385",1,0,0,55,1,1
"2386",0,0,0,32,1,0
"2387",1,0,0,91,0,1
"2388",0,0,0,32,1,0
"2389",0,0,0,52,1,0
"2390",1,0,0,18,0,0
"2391",1,0,0,75,1,1
"2392",1,0,0,35,1,0
"2393",1,0,0,43,0,1
"2394",0,0,0,44,1,0
"2395",0,0,0,49,1,0
"2396",0,0,0,41,1,0
"2397",1,0,0,33,0,0
"2398",1,0,0,80,1,1
"2399",0,0,0,44,0,0
"2400",1,0,0,50,1,1
"2401",0,0,0,26,1,1
"2402",0,0,0,50,1,1
"2403",1,0,0,34,1,1
"2404",0,0,0,39,0,0
"2405",1,0,0,35,1,1
"2406",0,0,0,59,0,1
"2407",1,0,0,78,1,1
"2408",1,0,0,78,0,1
"2409",0,0,0,38,1,0
"2410",1,0,0,53,0,1
"2411",0,0,0,73,1,1
"2412",1,0,0,54,1,1
"2413",0,0,0,30,0,1
"2414",1,0,0,78,1,1
"2415",0,0,0,29,0,1
"2416",1,0,0,60,0,1
"2417",0,0,0,41,0,1
"2418",0,0,0,33,0,1
"2419",1,0,0,41,0,0
"2420",1,0,0,60,1,1
"2421",0,0,0,40,0,0
"2422",1,0,0,42,1,1
"2423",1,0,0,55,1,0
"2424",1,0,0,66,1,1
"2425",0,0,0,24,1,0
"2426",0,0,0,79,1,1
"2427",0,0,0,45,0,1
"2428",0,0,0,48,1,0
"2429",0,0,0,83,1,0
"2430",1,0,0,71,0,1
"2431",0,0,0,29,1,1
"2432",0,0,0,48,1,1
"2433",1,0,0,37,1,1
"2434",1,0,0,77,0,1
"2435",1,0,0,63,0,1
"2436",1,0,0,41,1,1
"2437",0,0,0,36,0,0
"2438",0,0,0,27,0,0
"2439",0,0,0,59,1,0
"2440",0,0,0,30,1,0
"2441",0,0,0,32,1,0
"2442",1,0,0,77,1,1
"2443",0,0,0,90,1,1
"2444",1,0,0,34,1,1
"2445",1,0,0,44,1,1
"2446",1,0,0,38,1,1
"2447",1,0,0,48,1,1
"2448",1,0,0,42,1,1
"2449",0,0,0,34,1,0
"2450",0,0,0,82,1,0
"2451",1,0,0,62,0,1
"2452",0,0,0,78,0,1
"2453",1,0,0,55,1,1
"2454",1,0,0,65,1,1
"2455",1,0,0,71,1,1
"2456",0,0,0,23,0,0
"2457",0,0,0,50,0,0
"2458",1,0,0,20,0,1
"2459",0,0,0,47,1,0
"2460",0,0,0,22,0,0
"2461",0,0,0,53,1,0
"2462",0,0,0,84,1,0
"2463",0,0,0,46,0,1
"2464",1,0,0,44,1,0
"2465",1,0,0,42,1,1
"2466",0,0,0,46,0,0
"2467",0,0,0,42,0,0
"2468",1,0,0,34,1,1
"2469",0,0,0,24,1,0
"2470",1,0,0,59,1,1
"2471",0,0,0,49,1,0
"2472",0,0,0,50,1,0
"2473",0,0,0,56,0,0
"2474",0,0,0,33,1,0
"2475",0,0,0,24,1,0
"2476",0,0,0,35,0,1
"2477",1,0,0,59,1,1
"2478",0,0,0,38,1,0
"2479",1,0,0,51,1,1
"2480",0,0,0,87,1,1
"2481",1,0,0,31,0,1
"2482",1,0,0,37,1,1
"2483",0,0,0,21,0,0
"2484",0,0,0,52,0,1
"2485",1,0,0,54,1,1
"2486",0,0,0,35,1,0
"2487",0,0,0,72,0,1
"2488",1,0,0,0,0,1
"2489",0,0,0,28,1,0
"2490",0,0,0,48,1,0
"2491",0,0,0,24,1,0
"2492",1,0,0,63,1,1
"2493",1,0,0,61,1,0
"2494",1,0,0,75,0,0
"2495",1,0,0,75,1,1
"2496",1,0,0,76,1,1
"2497",1,0,0,66,1,1
"2498",0,0,0,72,1,0
"2499",0,0,0,77,1,0
"2500",0,0,0,23,1,0
"2501",0,0,0,42,0,1
"2502",0,0,0,66,1,1
"2503",0,0,0,87,0,1
"2504",1,0,0,28,1,1
"2505",0,0,0,69,1,0
"2506",1,0,0,51,0,1
"2507",1,0,0,77,1,1
"2508",1,0,0,66,0,1
"2509",0,0,0,22,1,1
"2510",0,0,0,48,1,0
"2511",1,0,0,42,1,1
"2512",0,0,0,89,1,0
"2513",0,0,0,32,1,0
"2514",0,0,0,46,1,0
"2515",0,0,0,30,1,0
"2516",0,0,0,19,0,0
"2517",0,0,0,25,0,0
"2518",0,0,0,51,0,0
"2519",0,0,0,94,1,1
"2520",0,0,0,49,1,0
"2521",1,0,0,90,1,1
"2522",0,0,0,20,0,0
"2523",0,0,0,24,0,0
"2524",0,0,0,58,0,0
"2525",1,0,0,40,0,0
"2526",1,0,0,49,1,1
"2527",1,0,0,72,1,1
"2528",0,0,0,33,1,0
"2529",1,0,0,80,1,1
"2530",0,0,0,54,1,0
"2531",0,0,0,75,0,0
"2532",0,0,0,84,1,1
"2533",1,0,0,19,0,0
"2534",0,0,0,23,1,0
"2535",0,0,0,101,1,0
"2536",0,0,0,35,0,0
"2537",1,0,0,38,1,0
"2538",0,0,0,29,1,0
"2539",1,0,0,60,1,0
"2540",0,0,0,34,0,0
"2541",0,0,0,58,1,1
"2542",1,0,0,55,0,1
"2543",1,0,0,63,0,0
"2544",0,0,0,106,1,0
"2545",0,0,0,41,1,1
"2546",1,0,0,36,1,1
"2547",0,0,0,45,0,1
"2548",1,0,0,75,1,1
"2549",0,0,0,34,1,1
"2550",0,0,0,78,1,0
"2551",1,0,0,75,0,1
"2552",1,0,0,51,1,0
"2553",0,0,0,69,0,0
"2554",0,0,0,23,0,0
"2555",0,0,0,63,1,0
"2556",0,0,0,23,1,0
"2557",0,0,0,0,1,0
"2558",1,0,0,88,1,1
"2559",0,0,0,20,1,0
"2560",1,0,0,60,1,0
"2561",1,0,0,32,1,1
"2562",0,0,0,42,1,1
"2563",0,0,0,45,1,1
"2564",1,0,0,68,0,1
"2565",0,0,0,26,1,0
"2566",1,0,0,86,1,1
"2567",1,0,0,41,1,0
"2568",0,0,0,50,1,0
"2569",1,0,0,35,1,1
"2570",1,0,0,50,1,0
"2571",0,0,0,25,1,0
"2572",1,0,0,26,1,0
"2573",1,0,0,33,0,0
"2574",1,0,0,73,1,1
"2575",1,0,0,64,0,1
"2576",0,0,0,24,0,0
"2577",0,0,0,28,1,0
"2578",0,0,0,80,0,0
"2579",0,0,0,28,0,0
"2580",0,0,0,48,0,0
"2581",1,0,0,34,1,1
"2582",0,0,0,54,1,1
"2583",0,0,0,43,1,0
"2584",0,0,0,38,1,0
"2585",0,0,0,35,1,0
"2586",0,0,0,49,1,0
"2587",1,0,0,38,1,0
"2588",1,0,0,78,1,1
"2589",0,0,0,89,1,0
"2590",1,0,0,59,0,1
"2591",0,0,0,76,1,1
"2592",0,0,0,25,0,0
"2593",0,0,0,50,1,0
"2594",0,0,0,45,1,0
"2595",0,0,0,84,1,0
"2596",1,0,0,30,0,1
"2597",1,0,0,78,1,1
"2598",0,0,0,74,1,1
"2599",1,0,0,68,1,1
"2600",1,0,0,29,1,1
"2601",1,0,0,51,1,1
"2602",1,0,0,76,1,1
"2603",0,0,0,55,1,0
"2604",0,0,0,50,1,0
"2605",1,0,0,70,1,0
"2606",0,0,0,58,1,0
"2607",0,0,0,47,1,0
"2608",0,0,0,29,0,0
"2609",0,0,0,37,0,0
"2610",0,0,0,39,1,0
"2611",0,0,0,83,1,1
"2612",1,0,0,41,1,1
"2613",0,0,0,28,0,0
"2614",0,0,0,22,0,0
"2615",0,0,0,28,1,0
"2616",0,0,0,75,1,0
"2617",1,0,0,37,1,0
"2618",1,0,0,93,0,0
"2619",0,0,0,42,1,0
"2620",1,0,0,31,1,1
"2621",1,0,0,39,1,1
"2622",1,0,0,32,0,0
"2623",0,0,0,71,1,1
"2624",0,0,0,41,1,0
"2625",1,0,0,51,0,1
"2626",0,0,0,20,1,0
"2627",0,0,0,32,1,0
"2628",1,0,0,69,1,1
"2629",0,0,0,86,0,0
"2630",0,0,0,30,0,0
"2631",1,0,0,74,1,1
"2632",1,0,0,40,1,1
"2633",0,0,0,60,1,0
"2634",0,0,0,28,1,1
"2635",0,0,0,25,1,0
"2636",0,0,0,89,1,0
"2637",0,0,0,32,0,1
"2638",1,0,0,73,1,1
"2639",0,0,0,41,1,0
"2640",1,0,0,68,1,1
"2641",1,0,0,43,1,1
"2642",0,0,0,42,1,0
"2643",0,0,0,35,0,0
"2644",0,0,0,88,1,1
"2645",0,0,0,75,1,0
"2646",0,0,0,71,1,0
"2647",0,0,0,23,1,0
"2648",0,0,0,0,1,1
"2649",0,0,0,0,1,0
"2650",0,0,0,87,0,0
"2651",0,0,0,65,1,0
"2652",1,0,0,69,1,0
"2653",0,0,0,89,1,0
"2654",0,0,0,22,1,0
"2655",0,0,0,42,0,0
"2656",0,0,0,36,1,0
"2657",0,0,0,49,1,0
"2658",0,0,0,44,1,1
"2659",0,0,0,24,0,0
"2660",1,0,0,75,1,1
"2661",0,0,0,23,0,0
"2662",0,0,0,33,1,0
"2663",0,0,0,31,1,0
"2664",0,0,0,20,0,0
"2665",1,0,0,69,1,1
"2666",1,0,0,0,1,1
"2667",1,0,0,32,1,1
"2668",0,0,0,68,1,1
"2669",0,0,0,49,1,1
"2670",0,0,0,22,0,1
"2671",0,0,0,22,1,1
"2672",0,0,0,33,1,1
"2673",0,0,0,38,1,0
"2674",0,0,0,28,0,0
"2675",0,0,0,60,0,0
"2676",0,0,0,55,1,0
"2677",0,0,0,48,1,0
"2678",1,0,0,54,1,1
"2679",0,0,0,38,1,1
